Date,Start,Close
2022-07-26,1.1114443399687264,1.1114443399687264
2022-07-27,1.1104773876551197,1.1104773876551197
2022-07-28,1.2569191295941888,1.2569191295941888
2022-07-29,1.3172780695384245,1.3172780695384245
2022-07-30,1.3090410771311392,1.3090410771311392
2022-07-31,1.3073231800631941,1.3073231800631941
2022-08-01,1.3375131903501813,1.3375131903501813
2022-08-02,1.2605194198029328,1.2605194198029328
2022-08-03,1.1930126376106307,1.1930126376106307
2022-08-04,1.1757129782749332,1.1757129782749332
2022-08-05,1.19481595709723,1.19481595709723
2022-08-06,1.253660292751333,1.253660292751333
2022-08-07,1.229856640439885,1.229856640439885
2022-08-08,1.230628488060989,1.230628488060989
2022-08-09,1.2526193426232177,1.2526193426232177
2022-08-10,1.1826103172596358,1.1826103172596358
2022-08-11,1.2812076376432704,1.2812076376432704
2022-08-12,1.3144779635636272,1.3144779635636272
2022-08-13,1.3295604762301596,1.3295604762301596
2022-08-14,1.3532918407025687,1.3532918407025687
2022-08-15,1.3086852444220518,1.3086852444220518
2022-08-16,1.2757404683954405,1.2757404683954405
2022-08-17,1.3773296984378443,1.3773296984378443
2022-08-18,1.4831769984789143,1.4831769984789143
2022-08-19,1.4806663666679991,1.4806663666679991
2022-08-20,1.276770435808588,1.276770435808588
2022-08-21,1.4122950534030834,1.4122950534030834
2022-08-22,1.577694503781133,1.577694503781133
2022-08-23,1.8427580064310642,1.8427580064310642
2022-08-24,1.8134034696635524,1.8134034696635524
2022-08-25,1.7801885391221584,1.7801885391221584
2022-08-26,1.7425670523572312,1.7425670523572312
2022-08-27,1.5478812379579652,1.5478812379579652
2022-08-28,1.5475090915505647,1.5475090915505647
2022-08-29,1.4332087728804939,1.4332087728804939
2022-08-30,1.4979648863892023,1.4979648863892023
2022-08-31,1.3910609406930918,1.3910609406930918
2022-09-01,1.3708199396280283,1.3708199396280283
2022-09-02,1.4831419071291903,1.4831419071291903
2022-09-03,1.5506792946696946,1.5506792946696946
2022-09-04,1.5196012118523359,1.5196012118523359
2022-09-05,1.4930629351433704,1.4930629351433704
2022-09-06,1.5686618390115756,1.5686618390115756
2022-09-07,1.402759516946921,1.402759516946921
2022-09-08,1.6643655003995248,1.6643655003995248
2022-09-09,1.6027759295334905,1.6027759295334905
2022-09-10,1.6638154402782224,1.6638154402782224
2022-09-11,1.75443001399494,1.75443001399494
2022-09-12,1.7082789737365096,1.7082789737365096
2022-09-13,1.6475267602215313,1.6475267602215313
2022-09-14,1.4811195217611062,1.4811195217611062
2022-09-15,1.477927524904222,1.477927524904222
2022-09-16,1.3851112280472524,1.3851112280472524
2022-09-17,1.4202735765295502,1.4202735765295502
2022-09-18,1.4739535337392262,1.4739535337392262
2022-09-19,1.2767948971179592,1.2767948971179592
2022-09-20,1.3030517969655067,1.3030517969655067
2022-09-21,1.3400269092153874,1.3400269092153874
2022-09-22,1.189844221596641,1.189844221596641
2022-09-23,1.2403830960232312,1.2403830960232312
2022-09-24,1.228070836765034,1.228070836765034
2022-09-25,1.1997568549348048,1.1997568549348048
2022-09-26,1.1659267275731386,1.1659267275731386
2022-09-27,1.1812838031094322,1.1812838031094322
2022-09-28,1.1572836313931048,1.1572836313931048
2022-09-29,1.1524890039774731,1.1524890039774731
2022-09-30,1.2064156639407382,1.2064156639407382
2022-10-01,1.1825549665756212,1.1825549665756212
2022-10-02,1.2208258351163332,1.2208258351163332
2022-10-03,1.160895092147014,1.160895092147014
2022-10-04,1.1897601768355854,1.1897601768355854
2022-10-05,1.2005310292993854,1.2005310292993854
2022-10-06,1.1749156639360352,1.1749156639360352
2022-10-07,1.155585181085188,1.155585181085188
2022-10-08,1.1353302395158564,1.1353302395158564
2022-10-09,1.1092058868261907,1.1092058868261907
2022-10-10,1.121669175869537,1.121669175869537
2022-10-11,1.0354241890833504,1.0354241890833504
2022-10-12,1.041980008782061,1.041980008782061
2022-10-13,1.0393565368600044,1.0393565368600044
2022-10-14,1.0163682735337967,1.0163682735337967
2022-10-15,1.0089332344253457,1.0089332344253457
2022-10-16,1.0521661460047145,1.0521661460047145
2022-10-17,1.05324329984685,1.05324329984685
2022-10-18,1.0666861035197701,1.0666861035197701
2022-10-19,1.050740937369879,1.050740937369879
2022-10-20,1.0040186566479152,1.0040186566479152
2022-10-21,1.0406711827603665,1.0406711827603665
2022-10-22,1.0714913879291146,1.0714913879291146
2022-10-23,1.0672551136152342,1.0672551136152342
2022-10-24,1.0950225877606545,1.0950225877606545
2022-10-25,1.0658541313573604,1.0658541313573604
2022-10-26,1.1004062559982712,1.1004062559982712
2022-10-27,1.1284266895388388,1.1284266895388388
2022-10-28,1.1247323117386998,1.1247323117386998
2022-10-29,1.1370790317955755,1.1370790317955755
2022-10-30,1.1352719608335629,1.1352719608335629
2022-10-31,1.1100485894610772,1.1100485894610772
2022-11-01,1.1509436010047505,1.1509436010047505
2022-11-02,1.1407743213197556,1.1407743213197556
2022-11-03,1.1166150636343162,1.1166150636343162
2022-11-04,1.1482218067449683,1.1482218067449683
2022-11-05,1.193795787300861,1.193795787300861
2022-11-06,1.1657262266952433,1.1657262266952433
2022-11-07,1.1144607883084285,1.1144607883084285
2022-11-08,1.1331053982285029,1.1331053982285029
2022-11-09,0.9644707460647182,0.9644707460647182
2022-11-10,0.8147718719898428,0.8147718719898428
2022-11-11,0.9423882257627944,0.9423882257627944
2022-11-12,0.9364389076207594,0.9364389076207594
2022-11-13,0.891243023204477,0.891243023204477
2022-11-14,0.8871386080873954,0.8871386080873954
2022-11-15,0.914727066710459,0.914727066710459
2022-11-16,0.9276816578976135,0.9276816578976135
2022-11-17,0.9006848699271776,0.9006848699271776
2022-11-18,0.9018078635777016,0.9018078635777016
2022-11-19,0.9014860938547662,0.9014860938547662
2022-11-20,0.9049155397911534,0.9049155397911534
2022-11-21,0.8742675477458287,0.8742675477458287
2022-11-22,0.8499463167399519,0.8499463167399519
2022-11-23,0.8775910201313993,0.8775910201313993
2022-11-24,0.9113452233809995,0.9113452233809995
2022-11-25,0.9136067373335977,0.9136067373335977
2022-11-26,0.9350635454105972,0.9350635454105972
2022-11-27,0.932739045068503,0.932739045068503
2022-11-28,0.9310045437705599,0.9310045437705599
2022-11-29,0.9056615092987855,0.9056615092987855
2022-11-30,0.9190500888404219,0.9190500888404219
2022-12-01,0.9524432921336217,0.9524432921336217
2022-12-02,0.9330986613129765,0.9330986613129765
2022-12-03,0.9433892257008409,0.9433892257008409
2022-12-04,0.9233170253787707,0.9233170253787707
2022-12-05,0.9329692510803794,0.9329692510803794
2022-12-06,0.9319917690600676,0.9319917690600676
2022-12-07,0.9593219692706659,0.9593219692706659
2022-12-08,0.9919337907954208,0.9919337907954208
2022-12-09,0.9965926705005566,0.9965926705005566
2022-12-10,1.0340644535487675,1.0340644535487675
2022-12-11,1.0336639927738436,1.0336639927738436
2022-12-12,1.0050752695790843,1.0050752695790843
2022-12-13,0.9802412707988291,0.9802412707988291
2022-12-14,1.0000913174714157,1.0000913174714157
2022-12-15,0.9795259969205987,0.9795259969205987
2022-12-16,0.9527151994899414,0.9527151994899414
2022-12-17,0.8751802256132716,0.8751802256132716
2022-12-18,0.8930160260863764,0.8930160260863764
2022-12-19,0.8839104104484868,0.8839104104484868
2022-12-20,0.8444027769663913,0.8444027769663913
2022-12-21,0.8914834379012929,0.8914834379012929
2022-12-22,0.8878073262818835,0.8878073262818835
2022-12-23,0.8874295891345084,0.8874295891345084
2022-12-24,0.887567059804936,0.887567059804936
2022-12-25,0.8822586351139362,0.8822586351139362
2022-12-26,0.8789356045113318,0.8789356045113318
2022-12-27,0.8857631296403662,0.8857631296403662
2022-12-28,0.8942340401073609,0.8942340401073609
2022-12-29,0.8708693399490285,0.8708693399490285
2022-12-30,0.8678005596081946,0.8678005596081946
2022-12-31,0.865514162289866,0.865514162289866
2023-01-01,0.864364437805209,0.864364437805209
2023-01-02,0.879339458441932,0.879339458441932
2023-01-03,0.8834103674116206,0.8834103674116206
2023-01-04,0.8810337845729729,0.8810337845729729
2023-01-05,0.9088095005025801,0.9088095005025801
2023-01-06,0.8918294102999036,0.8918294102999036
2023-01-07,0.8955848787163894,0.8955848787163894
2023-01-08,0.8896872999100339,0.8896872999100339
2023-01-09,0.9077138860066222,0.9077138860066222
2023-01-10,0.9372047789069873,0.9372047789069873
2023-01-11,0.9489436301933962,0.9489436301933962
2023-01-12,0.9795091961655958,0.9795091961655958
2023-01-13,0.9931175416311989,0.9931175416311989
2023-01-14,1.0129724675179894,1.0129724675179894
2023-01-15,1.0528337735625366,1.0528337735625366
2023-01-16,1.0643434269386114,1.0643434269386114
2023-01-17,1.0363556996495138,1.0363556996495138
2023-01-18,1.0255443410860385,1.0255443410860385
2023-01-19,0.9608880502046676,0.9608880502046676
2023-01-20,0.9800470210370882,0.9800470210370882
2023-01-21,1.0482096885963326,1.0482096885963326
2023-01-22,1.0295156406281085,1.0295156406281085
2023-01-23,1.0836684651470259,1.0836684651470259
2023-01-24,1.0968318460168875,1.0968318460168875
2023-01-25,1.0344596048531232,1.0344596048531232
2023-01-26,1.0958471985812066,1.0958471985812066
2023-01-27,1.0884369494345414,1.0884369494345414
2023-01-28,1.111690330297238,1.111690330297238
2023-01-29,1.0921042524188127,1.0921042524188127
2023-01-30,1.1161868026061874,1.1161868026061874
2023-01-31,1.048756957947448,1.048756957947448
2023-02-01,1.0649706716828529,1.0649706716828529
2023-02-02,1.0788161707447212,1.0788161707447212
2023-02-03,1.0710665086210023,1.0710665086210023
2023-02-04,1.0954593742358227,1.0954593742358227
2023-02-05,1.1099221278283222,1.1099221278283222
2023-02-06,1.0845182023782731,1.0845182023782731
2023-02-07,1.0592591580398012,1.0592591580398012
2023-02-08,1.1143740209179356,1.1143740209179356
2023-02-09,1.0887957596868925,1.0887957596868925
2023-02-10,1.0447781742088997,1.0447781742088997
2023-02-11,1.0528962805732576,1.0528962805732576
2023-02-12,1.0587337125236178,1.0587337125236178
2023-02-13,1.040708800249328,1.040708800249328
2023-02-14,1.0305473182374612,1.0305473182374612
2023-02-15,1.0483203598379833,1.0483203598379833
2023-02-16,1.0993993970308547,1.0993993970308547
2023-02-17,1.049823545416548,1.049823545416548
2023-02-18,1.1953056900894798,1.1953056900894798
2023-02-19,1.2374217105114742,1.2374217105114742
2023-02-20,1.2271916851844555,1.2271916851844555
2023-02-21,1.2662082937478585,1.2662082937478585
2023-02-22,1.2186304282072455,1.2186304282072455
2023-02-23,1.2085229588314166,1.2085229588314166
2023-02-24,1.178783571349159,1.178783571349159
2023-02-25,1.1190207814150805,1.1190207814150805
2023-02-26,1.110655214077042,1.110655214077042
2023-02-27,1.1234103729147256,1.1234103729147256
2023-02-28,1.1249648834602506,1.1249648834602506
2023-03-01,1.1490448769067816,1.1490448769067816
2023-03-02,1.210319825756785,1.210319825756785
2023-03-03,1.239132242554171,1.239132242554171
2023-03-04,1.3261677377215335,1.3261677377215335
2023-03-05,1.223057187557721,1.223057187557721
2023-03-06,1.2242439731072805,1.2242439731072805
2023-03-07,1.212106794405681,1.212106794405681
2023-03-08,1.1821322556392015,1.1821322556392015
2023-03-09,1.121164531907329,1.121164531907329
2023-03-10,1.0570501912972674,1.0570501912972674
2023-03-11,1.043571125349589,1.043571125349589
2023-03-12,0.9971484441548462,0.9971484441548462
2023-03-13,1.0523806061433612,1.0523806061433612
2023-03-14,1.0812289530353558,1.0812289530353558
2023-03-15,1.1106482055430298,1.1106482055430298
2023-03-16,1.0458073023727625,1.0458073023727625
2023-03-17,1.0878735625940334,1.0878735625940334
2023-03-18,1.1509424250878557,1.1509424250878557
2023-03-19,1.1030732741075577,1.1030732741075577
2023-03-20,1.167186720949154,1.167186720949154
2023-03-21,1.1617307164308768,1.1617307164308768
2023-03-22,1.1950535204916126,1.1950535204916126
2023-03-23,1.1024100519881217,1.1024100519881217
2023-03-24,1.1661715475348757,1.1661715475348757
2023-03-25,1.1689265537077547,1.1689265537077547
2023-03-26,1.1227424521672376,1.1227424521672376
2023-03-27,1.1435627035909226,1.1435627035909226
2023-03-28,1.0888959248628285,1.0888959248628285
2023-03-29,1.1147634899106587,1.1147634899106587
2023-03-30,1.150087283128786,1.150087283128786
2023-03-31,1.1901340504288518,1.1901340504288518
2023-04-01,1.1957411335384946,1.1957411335384946
2023-04-02,1.1946822816688836,1.1946822816688836
2023-04-03,1.231156658133138,1.231156658133138
2023-04-04,1.1750792589089756,1.1750792589089756
2023-04-05,1.1957790490705176,1.1957790490705176
2023-04-06,1.1894783287533477,1.1894783287533477
2023-04-07,1.2183505558080872,1.2183505558080872
2023-04-08,1.2158675558624588,1.2158675558624588
2023-04-09,1.1930667821164973,1.1930667821164973
2023-04-10,1.2072556615365102,1.2072556615365102
2023-04-11,1.2366905599697944,1.2366905599697944
